,Wi-1,Wi-2,Wi-3,H11-1,H11-2,H11-3,hgnc_symbol
ENSG00000234352,5.909094875,5.951347169,5.439609499,5.745928069,5.704791221,5.67365026,LOC349160
ENSG00000181072,5.408278755,5.63259774,5.439609499,5.511936063,5.420739173,5.189162296,CHRM2
ENSG00000105894,10.10278057,9.979583174,9.51446689,10.03621558,9.967840169,10.24680369,PTN
ENSG00000157680,6.446543381,5.81385455,5.972483347,6.142087005,5.878074987,6.173457947,DGKI
ENSG00000279483,7.964444943,8.279378408,7.171905178,7.800039866,8.079937939,7.949595477,NA
ENSG00000230383,5.940416999,6.133897013,5.798853599,5.971810852,6.044013369,5.67365026,RPL6P19
ENSG00000182158,10.17197064,9.962918338,10.48842748,10.42704832,10.15131829,10.49551065,CREB3L2
ENSG00000122787,5.408278755,5.189162296,5.542906217,5.644691308,5.516311776,5.532547962,AKR1D1
ENSG00000225559,5.189162296,5.189162296,5.621870739,5.417635302,5.420739173,5.432258496,NA
ENSG00000213237,5.626144188,5.700534186,5.746412163,5.189162296,5.878074987,5.67365026,NA
ENSG00000122779,13.27214941,12.52188484,12.14355142,12.42950009,12.09504644,12.13238775,TRIM24
ENSG00000157703,6.659929563,6.739116845,6.17303262,6.304721166,6.582166034,6.173457947,SVOPL
ENSG00000105929,6.687252287,6.546352992,6.25762148,6.325746463,6.340452507,6.416476858,ATP6V0A4
ENSG00000214128,5.567959004,5.76015704,5.439609499,5.584068768,5.753413462,5.532547962,TMEM213
ENSG00000122778,9.453138514,9.168753186,9.603211621,9.574713057,9.226958744,9.483612928,KIAA1549
ENSG00000146858,6.646012293,6.756684702,6.632750797,6.813516158,6.677422415,6.680312667,ZC3HAV1L
ENSG00000105939,10.07820711,10.23405588,10.787432,10.09066963,10.46214935,10.67399257,ZC3HAV1
ENSG00000105948,8.205934077,7.740147001,8.110985394,7.955555089,7.752450683,8.056831118,IFT56
ENSG00000157741,9.112998815,9.288889572,9.898522645,9.373467172,9.332262639,9.588756355,UBN2
ENSG00000164898,7.246942501,7.682609411,7.378252159,7.531127276,7.637411125,7.427793461,FMC1
ENSG00000146963,9.959674318,9.694667965,9.801913895,9.804028229,9.90250901,9.949023994,LUC7L2
ENSG00000269955,5.408278755,5.189162296,5.621870739,5.189162296,5.189162296,5.532547962,FMC1-LUC7L2
ENSG00000273391,6.260978232,6.773987714,6.47326014,6.325746463,6.614846989,6.437700094,NA
ENSG00000252332,5.408278755,5.700534186,5.439609499,5.189162296,5.189162296,5.432258496,RNU6-911P
ENSG00000188883,8.750757033,8.424304137,8.722895716,8.97469377,8.812647408,9.045331213,KLRG2
ENSG00000236279,6.240240813,6.411445051,6.079118922,6.238623636,6.513653954,6.053701401,CLEC2L
ENSG00000254270,5.408278755,5.445850141,5.189162296,5.189162296,5.589411128,5.432258496,NA
ENSG00000064393,10.47026639,9.94944609,9.41287071,9.945099871,9.800878707,9.778438134,HIPK2
ENSG00000059377,6.446543381,6.226424016,6.142896563,6.167254365,6.073126343,6.115774726,TBXAS1
ENSG00000059378,8.747909791,8.212377757,7.969378972,8.070475314,7.834296298,7.728283805,PARP12
ENSG00000006459,8.713290567,8.3537062,9.059080395,8.502651134,8.497107481,8.823897875,KDM7A
ENSG00000260231,7.083965685,7.202663354,7.251820471,6.852297191,7.364071557,7.121030232,KDM7A-DT
ENSG00000157800,10.33920199,10.03484208,10.38035755,10.39201189,10.10017627,10.15114926,SLC37A3
ENSG00000146955,6.603172356,6.411445051,6.535910599,6.597093023,6.495806598,6.518428757,RAB19
ENSG00000133606,11.25671913,10.90632569,11.46051589,10.88523205,11.0137087,11.17105134,MKRN1
ENSG00000146966,8.591389957,8.251849602,8.60844498,8.363364865,8.279781235,8.577482954,DENND2A
ENSG00000133597,8.742198146,8.839150049,8.506199541,9.003477156,9.137728705,9.181114947,ADCK2
ENSG00000090266,10.20844815,10.61171634,9.974879163,9.862127522,10.30760936,10.14718768,NDUFB2
ENSG00000240889,5.940416999,6.065971512,5.798853599,5.697936966,5.753413462,6.053701401,NDUFB2-AS1
ENSG00000157764,9.267618924,9.283519699,9.379737331,9.22167741,9.21093408,9.128338007,BRAF
ENSG00000090263,9.419687446,9.676372825,9.278051948,9.091383239,9.422434153,9.188866261,MRPS33
ENSG00000261115,8.622860948,8.41937704,8.867013008,9.174196372,8.634614219,9.436701152,TMEM178B
ENSG00000261570,5.498743378,5.445850141,5.542906217,5.644691308,5.189162296,5.532547962,NA
ENSG00000006530,9.742189574,9.878348309,9.745504534,9.777097573,10.05228527,9.790349112,AGK
ENSG00000244701,6.079285315,6.56723399,6.25762148,6.283212665,6.319181188,6.349931106,NA
ENSG00000257093,10.42405502,9.664045366,9.942880989,9.685111653,9.406455421,9.752577389,DENND11
ENSG00000270157,5.567959004,5.63259774,6.230313581,5.905045407,5.878074987,5.87118716,NA
ENSG00000228775,5.87622439,5.99156911,5.846904353,6.089336173,5.797987339,5.532547962,WEE2-AS1
ENSG00000214102,5.498743378,5.76015704,5.621870739,5.189162296,5.589411128,5.432258496,WEE2
ENSG00000106028,11.73731782,12.08071873,11.48624552,11.38016807,11.80831523,11.74855578,SSBP1
ENSG00000127364,5.189162296,5.445850141,5.846904353,5.697936966,5.189162296,5.432258496,TAS2R4
ENSG00000270923,5.189162296,5.445850141,5.439609499,5.511936063,5.420739173,5.67365026,TAS2R6P
ENSG00000127366,5.677261421,5.951347169,5.621870739,5.939237045,5.516311776,5.532547962,TAS2R5
ENSG00000257335,5.408278755,5.189162296,5.746412163,5.511936063,5.189162296,5.432258496,MGAM
ENSG00000270672,5.408278755,5.63259774,5.189162296,5.189162296,5.516311776,5.189162296,NA
ENSG00000211772,7.321251174,7.982889008,7.502713776,7.250262818,7.480235469,7.771275276,TRBC2
ENSG00000211752,5.189162296,5.189162296,5.621870739,5.644691308,5.189162296,5.609230113,TRBV27
ENSG00000204983,5.677261421,5.189162296,5.439609499,5.189162296,5.420739173,5.189162296,PRSS1
ENSG00000106123,9.184021374,9.053482825,8.715291933,8.717598322,8.35741015,8.444819204,EPHB6
ENSG00000165125,6.33955448,6.255214033,6.230313581,6.612902964,6.421147419,6.278429636,TRPV6
ENSG00000197993,6.558573183,6.607815711,6.595050403,6.628487,6.477646792,6.227492327,KEL
ENSG00000197448,9.162869207,9.467553593,8.828812796,9.108333863,9.130441453,8.727549677,GSTK1
ENSG00000178826,6.358217946,6.435203297,6.230313581,6.514351531,6.630826934,6.87933291,TMEM139
ENSG00000106144,9.468715617,9.189010177,9.44525601,9.297473328,9.147387657,9.065134983,CASP2
ENSG00000239419,5.408278755,5.189162296,5.621870739,5.584068768,5.420739173,5.532547962,RN7SL535P
ENSG00000188037,6.219012879,5.99156911,5.972483347,6.00296225,6.013751239,5.87118716,CLCN1
ENSG00000159784,10.33920199,10.19607239,10.08011137,10.25788512,10.37777997,10.4066481,FAM131B
ENSG00000272619,6.446543381,6.739116845,6.429269099,6.191698982,6.128332198,6.349931106,NA
ENSG00000232533,7.337201272,7.7640797,7.916523037,7.993164595,8.374094219,8.123980478,NA
ENSG00000159840,12.14469841,12.37645097,12.1147971,12.09830875,12.51567345,12.58393124,ZYX
ENSG00000146904,11.51424422,11.83489407,11.72811281,11.86252208,11.76796187,12.00405361,EPHA1
ENSG00000229153,6.412151273,6.949157882,7.347777533,6.914235501,6.959365826,7.024992805,EPHA1-AS1
ENSG00000271079,5.626144188,5.700534186,5.621870739,5.939237045,5.914592584,5.781166397,CTAGE15
ENSG00000223459,6.687252287,5.863047618,6.925220488,6.984578556,6.073126343,6.498830838,TCAF1P1
ENSG00000170379,5.189162296,5.551698105,5.542906217,5.417635302,5.420739173,5.609230113,TCAF2
ENSG00000271321,5.189162296,5.63259774,5.189162296,5.511936063,5.189162296,5.432258496,CTAGE6
ENSG00000159860,5.677261421,5.445850141,5.439609499,5.644691308,5.516311776,5.67365026,NA
ENSG00000198420,8.949542075,9.399727836,9.617483537,9.4738893,9.201695958,9.019459163,TCAF1
ENSG00000225932,6.19726283,6.840728646,6.721736267,6.703272891,6.922980779,6.6289797,NA
ENSG00000213214,8.747909791,9.056638396,9.01033545,9.071761796,9.414467036,9.456078061,ARHGEF35
ENSG00000244198,6.42949455,6.791035128,7.08661514,6.984578556,6.935231264,7.293633755,NA
ENSG00000170356,5.87622439,6.133897013,6.079118922,5.971810852,6.044013369,6.02071024,OR2A20P
ENSG00000244479,7.451006406,7.559621171,8.447567245,8.024607667,7.990129118,8.274052864,NA
ENSG00000243896,5.970377953,5.551698105,6.045212758,6.00296225,5.914592584,5.67365026,OR2A7
ENSG00000244693,5.677261421,5.908663472,6.111632181,6.061604682,5.982207197,5.949963422,NA
ENSG00000204959,7.549050856,7.23840593,8.057280498,7.982522945,7.630329661,8.016108527,NA
ENSG00000228960,6.128506336,6.721274326,6.651125743,6.325746463,6.614846989,6.416476858,NA
ENSG00000221970,5.189162296,5.700534186,5.542906217,5.644691308,5.589411128,5.67365026,OR2A1
ENSG00000050327,8.860213532,8.756005843,9.225702351,9.409029821,9.378057021,9.51474109,ARHGEF5
ENSG00000196511,6.739983507,6.88840877,6.939515288,6.864945632,6.751019644,6.593376225,TPK1
ENSG00000243746,6.260978232,6.196670176,6.535910599,6.089336173,5.982207197,5.87118716,EEF1A1P10
ENSG00000174469,12.05976582,11.24471336,11.63116868,12.07304792,11.89187834,12.03150919,CNTNAP2
ENSG00000273314,7.383914044,7.756148752,7.358014877,7.241011679,7.406744553,7.371972724,NA
ENSG00000055130,11.31423433,11.08388478,11.10521979,10.96418849,10.90304741,11.27869961,CUL1
ENSG00000106462,10.5117104,9.954512978,10.22812717,10.36013652,10.01068203,10.50894552,EZH2
ENSG00000201098,5.567959004,5.189162296,5.189162296,5.417635302,5.589411128,5.67365026,RNY1
ENSG00000281189,5.804830675,5.700534186,6.429269099,6.191698982,6.073126343,6.173457947,GHET1
ENSG00000155660,12.75205739,13.04881752,13.20566844,13.37311649,13.36201065,13.49201399,PDIA4
ENSG00000197362,8.932118342,8.704489409,8.756618235,8.733340848,8.81871956,8.975269653,ZNF786
ENSG00000204947,8.526269679,8.921177663,8.302165091,8.157909652,8.178670137,8.113011395,ZNF425
ENSG00000240877,5.189162296,5.63259774,5.746412163,5.789926876,5.420739173,5.532547962,RN7SL521P
ENSG00000197024,10.88238685,10.54838745,10.92633435,10.47805537,10.57788385,10.92892751,ZNF398
ENSG00000239719,5.408278755,5.551698105,5.439609499,5.417635302,5.420739173,5.432258496,NA
ENSG00000170265,10.47626045,10.51678922,10.28918334,10.3988916,10.5999557,10.62073245,ZNF282
ENSG00000170260,9.628217513,9.21464064,9.335980473,9.39530449,9.31951514,9.421447189,ZNF212
ENSG00000204946,8.54612218,8.519398565,8.488416592,8.717598322,8.149777219,8.414060425,ZNF783
ENSG00000271664,5.626144188,5.189162296,5.798853599,5.697936966,5.650840947,5.189162296,NA
ENSG00000244560,6.128506336,5.76015704,7.14811966,6.800298372,6.204813808,6.3726199,NA
ENSG00000196453,9.782875019,9.516398615,9.028810237,9.301685749,9.280577898,9.354170837,ZNF777
ENSG00000181220,9.573264137,9.404680328,9.345820278,9.438006338,9.641240413,9.456078061,ZNF746
ENSG00000133624,7.305102937,6.992797736,8.179516784,7.806125145,7.017688775,7.04970653,NA
ENSG00000133619,8.578603255,8.240684952,8.322442121,8.598787352,8.110298647,8.368921517,KRBA1
ENSG00000181444,6.026797571,6.165862776,5.891468628,5.644691308,5.650840947,5.911737781,ZNF467
ENSG00000197558,5.723345127,5.551698105,6.334985373,5.971810852,5.420739173,5.609230113,SSPOP
ENSG00000106479,7.221189183,6.992797736,7.206768446,7.093523304,7.029027777,6.696911086,ZNF862
ENSG00000280149,5.567959004,5.63259774,5.846904353,5.584068768,5.516311776,5.67365026,NA
ENSG00000273419,5.498743378,5.189162296,5.542906217,5.584068768,5.189162296,5.609230113,NA
ENSG00000204934,6.152051419,6.607815711,6.20214248,6.46138698,6.154599711,5.949963422,ATP6V0E2-AS1
ENSG00000171130,8.949542075,9.446100148,8.391194513,9.098672409,9.529564191,9.314597965,ATP6V0E2
ENSG00000279536,5.498743378,5.76015704,5.189162296,5.584068768,5.189162296,5.189162296,NA
ENSG00000224016,5.677261421,5.445850141,5.189162296,5.584068768,5.189162296,5.432258496,NA
ENSG00000276538,5.189162296,5.63259774,5.621870739,5.511936063,5.189162296,5.189162296,NA
ENSG00000106526,5.567959004,5.700534186,5.542906217,5.417635302,5.704791221,5.827866732,ACTR3C
ENSG00000127399,8.803799289,9.404680328,7.929927985,9.805509689,9.973265678,9.543197395,LRRC61
ENSG00000188707,6.777990184,7.048666354,6.535910599,7.446649679,7.752450683,7.454841031,NA
ENSG00000106538,11.735535,12.26444056,10.86454038,10.86834206,10.87942511,10.23565506,RARRES2
ENSG00000261305,5.498743378,5.81385455,5.688194314,5.511936063,5.878074987,5.532547962,NA
ENSG00000240449,5.87622439,5.76015704,6.079118922,6.261191164,6.128332198,6.200893191,NA
ENSG00000214022,11.51673775,11.68565025,11.34359441,11.68103755,11.79575397,11.71775149,REPIN1
ENSG00000196456,10.35880394,10.34491505,9.91840651,10.05501183,10.17857341,10.02584821,ZNF775
ENSG00000239377,5.677261421,5.551698105,5.933175411,5.868990502,5.516311776,5.532547962,NA
ENSG00000133574,5.498743378,5.445850141,5.542906217,5.189162296,5.420739173,5.609230113,GIMAP4
ENSG00000106565,6.358217946,6.587715503,5.933175411,6.061604682,6.154599711,5.911737781,TMEM176B
ENSG00000002933,6.053486502,6.88840877,6.079118922,6.304721166,6.228874196,5.827866732,TMEM176A
ENSG00000002726,5.804830675,5.76015704,5.621870739,5.971810852,5.650840947,5.432258496,AOC1
ENSG00000055118,9.215174871,9.059787014,8.880653958,8.9180778,8.872234598,8.797028977,KCNH2
ENSG00000164867,7.652950471,7.52230805,7.465650524,7.824220281,7.328901743,7.362433905,NOS3
ENSG00000181652,6.527771726,6.587715503,6.704495357,6.581049045,6.548462412,6.394792204,ATG9B
ENSG00000197150,9.090761658,9.18325166,9.004123703,9.254653644,9.295846123,9.305125748,ABCB8
ENSG00000243433,5.498743378,5.551698105,5.688194314,5.189162296,5.589411128,5.189162296,NA
ENSG00000213199,6.079285315,6.481107633,6.981414466,6.261191164,6.128332198,6.278429636,ASIC3
ENSG00000164885,8.565700088,9.093971674,9.01960271,8.659435644,9.23829613,9.31695627,CDK5
ENSG00000164889,11.10312236,10.68156752,10.82123596,11.62139958,11.30718888,11.91414119,SLC4A2
ENSG00000244151,5.677261421,5.76015704,6.49456575,6.191698982,5.949220366,5.730209027,NA
ENSG00000164896,9.888200957,10.28453181,10.0015291,10.16290934,10.08397118,9.907455648,FASTK
ENSG00000164897,9.615840813,10.33976368,9.847576158,10.10396724,10.61650708,10.57724891,TMUB1
ENSG00000133612,10.28558725,10.6329242,10.74542155,11.0891018,11.29371489,11.25130274,AGAP3
ENSG00000164900,5.841570422,5.445850141,5.798853599,5.789926876,5.797987339,5.781166397,GBX1
ENSG00000033050,10.83653815,10.38422562,10.51259136,10.52372635,10.64055726,11.02625804,ABCF2
ENSG00000033100,9.115203631,9.171664654,9.050066482,9.530575014,9.273984237,9.29079899,CHPF2
ENSG00000082014,7.934257913,8.177635607,7.861559028,7.92805037,7.665371219,7.52438015,SMARCD3
ENSG00000013374,10.39541878,10.2172979,10.13210558,10.03999452,10.0802055,10.26884533,NUB1
ENSG00000187260,7.934257913,8.965535909,8.223405417,8.305247822,8.545666955,7.986270974,WDR86
ENSG00000243836,6.19726283,6.56723399,6.334985373,6.283212665,6.646577702,6.053701401,WDR86-AS1
ENSG00000127377,5.87622439,6.362147166,5.746412163,5.511936063,5.914592584,5.827866732,CRYGN
ENSG00000106615,11.40945251,11.56510386,11.15768404,11.21744897,11.46361624,11.19425696,RHEB
ENSG00000106617,8.742198146,8.85375909,9.146225346,9.061849148,9.276185497,9.496145316,PRKAG2
ENSG00000239911,6.219012879,6.283117776,6.009739195,6.00296225,5.949220366,5.911737781,NA
ENSG00000106648,5.626144188,5.445850141,5.746412163,5.584068768,5.589411128,5.67365026,GALNTL5
ENSG00000178234,9.672209871,9.462813803,9.866466718,9.66239221,9.416462967,9.406029283,GALNT11
ENSG00000055609,9.681145967,9.206148033,9.611384357,9.640968997,9.175979369,9.458214987,KMT2C
ENSG00000241007,5.498743378,5.551698105,5.439609499,5.189162296,5.516311776,5.432258496,SEPTIN7P6
ENSG00000261455,6.128506336,6.70314671,6.17303262,6.703272891,6.677422415,6.478856053,LINC01003
ENSG00000196584,9.084022512,8.886091915,9.586725304,9.280498709,8.920995785,9.224494276,XRCC2
ENSG00000133627,9.421467609,9.585595561,9.724944081,9.603970302,9.754347945,9.797111344,ACTR3B
ENSG00000214106,6.152051419,6.100649185,6.82006067,6.628487,6.381631425,5.87118716,NA
ENSG00000157212,9.982730938,9.565847315,9.926611019,9.752728236,9.733707288,10.12721461,PAXIP1
ENSG00000272760,5.408278755,5.908663472,5.542906217,5.417635302,5.704791221,5.532547962,NA
ENSG00000273183,5.189162296,5.551698105,5.621870739,5.189162296,5.189162296,5.432258496,NA
ENSG00000273344,7.280497037,8.206646988,8.566736165,8.305247822,8.279781235,8.039524655,PAXIP1-DT
ENSG00000273117,6.951464842,7.424172478,7.229492405,7.645188742,7.732845155,7.454841031,NA
ENSG00000186480,9.550680194,9.997694294,9.812580767,10.31616212,10.28380212,10.12049487,INSIG1
ENSG00000164778,5.567959004,5.63259774,5.189162296,5.189162296,5.420739173,5.189162296,EN2
ENSG00000283128,5.189162296,5.863047618,5.933175411,5.644691308,5.516311776,5.87118716,NA
ENSG00000216895,6.446543381,6.587715503,6.721736267,6.74586557,6.662107077,6.556561272,RBM33-DT
ENSG00000184863,10.3269324,9.60507594,10.5899867,10.33678244,9.744858302,10.17469251,RBM33
ENSG00000233878,5.567959004,5.189162296,5.542906217,5.417635302,5.516311776,5.189162296,NA
ENSG00000182648,7.621335485,8.035816398,7.943203929,7.85970914,8.234724246,7.846740907,RNF32-DT
ENSG00000234450,5.189162296,5.189162296,5.542906217,5.417635302,5.650840947,5.189162296,RPL26P23
ENSG00000105982,6.479805836,6.646938368,6.651125743,6.786928689,6.495806598,6.64635651,RNF32
ENSG00000224903,5.189162296,5.189162296,5.439609499,5.511936063,5.650840947,5.432258496,NA
ENSG00000105983,10.51670423,10.13343223,10.38631472,10.49649784,10.46311311,10.71022661,LMBR1
ENSG00000146909,9.732193986,9.341509856,9.910154941,9.715381676,9.518461044,9.719138096,NOM1
ENSG00000130675,5.498743378,5.551698105,5.846904353,5.189162296,5.516311776,5.189162296,MNX1
ENSG00000243479,5.408278755,5.445850141,5.621870739,5.417635302,5.189162296,5.609230113,MNX1-AS1
ENSG00000009335,11.14348589,10.70578753,11.04551599,11.13571634,11.17937816,11.30380877,UBE3C
ENSG00000225224,5.498743378,5.63259774,5.439609499,5.511936063,5.516311776,5.189162296,RPS27AP12
ENSG00000105993,12.76399931,12.69940783,12.69739777,12.52349247,12.72648091,13.02706271,DNAJB6
ENSG00000234210,5.189162296,5.189162296,5.189162296,5.511936063,5.650840947,5.189162296,LOC101927914
ENSG00000155093,6.174955474,5.951347169,5.798853599,5.939237045,5.982207197,6.663464223,PTPRN2
ENSG00000224324,5.677261421,5.63259774,5.439609499,5.417635302,5.420739173,5.189162296,NA
ENSG00000146918,11.9755723,11.32636845,11.67073162,11.52502863,11.38142094,11.60058605,NCAPG2
ENSG00000117868,11.06614369,10.26835428,10.81064642,10.6771037,10.27833605,10.63116515,ESYT2
ENSG00000126870,9.147874442,8.952033492,8.897523611,8.727064744,8.781891969,8.698778607,DYNC2I1
ENSG00000231419,5.804830675,5.908663472,5.798853599,5.511936063,5.516311776,5.432258496,LINC00689
ENSG00000106018,8.844321869,7.648599807,6.939515288,7.029315605,6.531201854,6.806773141,VIPR2
ENSG00000182378,11.59944238,12.01925898,11.84555342,11.84644551,12.26483867,12.27975438,PLCXD1
ENSG00000178605,10.80287267,11.04011452,10.33055659,10.91500709,11.00579659,10.86769173,GTPBP6
ENSG00000226179,5.804830675,5.76015704,6.309902956,6.116137144,6.073126343,5.609230113,NA
ENSG00000167393,10.24000272,10.35643874,10.31314923,10.57581989,10.48225403,10.46825915,PPP2R3B
ENSG00000281849,5.677261421,5.700534186,5.746412163,5.644691308,5.704791221,5.609230113,NA
ENSG00000280767,5.189162296,5.551698105,5.189162296,5.511936063,5.650840947,5.189162296,NA
ENSG00000185960,6.19726283,6.065971512,5.621870739,5.417635302,5.420739173,5.189162296,SHOX
ENSG00000198223,6.301092839,6.458413963,6.669200581,6.366452953,6.495806598,6.478856053,CSF2RA
ENSG00000185291,6.412151273,6.96387906,7.183632711,6.717648791,6.59862961,5.949963422,IL3RA
ENSG00000169100,14.41351764,14.61721281,13.69680785,14.11439642,14.41191608,14.11064152,SLC25A6
ENSG00000236871,5.626144188,5.700534186,6.079118922,6.424489869,5.753413462,5.949963422,LINC00106
ENSG00000236017,6.026797571,6.255214033,6.788206919,6.643852802,5.797987339,6.053701401,NA
ENSG00000169093,11.11633744,11.25568934,10.49285116,10.38014113,10.31296566,9.745601893,ASMTL
ENSG00000182162,5.677261421,5.81385455,5.688194314,5.417635302,5.650840947,5.67365026,P2RY8
ENSG00000197976,10.16774233,9.873005416,10.34653433,10.36415973,10.17622378,10.40995732,AKAP17A
ENSG00000196433,6.260978232,6.283117776,5.798853599,5.830756807,5.753413462,5.609230113,ASMT
ENSG00000169084,9.754939752,9.722672068,8.991618564,9.305885825,9.509142368,9.354170837,DHRSX
ENSG00000223571,5.804830675,5.76015704,5.688194314,5.868990502,5.914592584,5.67365026,NA
ENSG00000214717,10.99339787,10.70077515,10.38035755,10.63694159,10.52164088,10.60445916,ZBED1
ENSG00000223773,7.652950471,7.976128586,7.840367312,7.718358337,7.85250841,7.645747731,NA
ENSG00000002586,11.47802166,11.89798213,10.71071887,11.0226011,11.23401567,10.76119903,CD99
ENSG00000124343,6.558573183,6.646938368,7.229492405,6.346315545,6.252301529,5.911737781,XG
ENSG00000056998,11.76169828,11.5506948,11.2289958,11.49829522,11.50629604,11.70703674,GYG2
ENSG00000006756,8.6536487,8.491536212,8.179516784,7.692206152,7.319958937,7.012447797,ARSD
ENSG00000157399,8.193326577,8.523989383,8.223405417,8.714428784,8.935025677,8.680496249,ARSL
ENSG00000101825,7.87182598,7.382781924,7.565191429,7.414543767,6.935231264,7.037411432,MXRA5
ENSG00000183943,11.36862339,10.96602587,11.55762767,10.76262259,10.7464531,10.68677836,PRKX
ENSG00000182888,5.408278755,5.63259774,5.189162296,5.189162296,5.516311776,5.432258496,RPS27AP20
ENSG00000205664,8.716207925,8.486838626,8.737982331,8.487836417,8.493302149,8.608793109,NA
ENSG00000234449,7.493913559,7.273180037,7.633199263,7.744016604,7.564861321,7.706267658,NA
ENSG00000205663,5.189162296,5.63259774,5.439609499,5.584068768,5.516311776,5.432258496,NA
ENSG00000146938,12.41354671,12.47628837,12.65043382,12.11480743,11.90929804,12.00186364,NLGN4X
ENSG00000169059,5.677261421,5.81385455,5.621870739,5.511936063,5.753413462,5.781166397,VCX3A
ENSG00000231217,5.567959004,5.63259774,5.542906217,5.417635302,5.420739173,5.432258496,NA
ENSG00000130021,10.45213312,10.32289331,10.2134557,9.593712133,9.835559611,9.944464157,PUDP
ENSG00000264268,5.765605161,5.189162296,5.621870739,5.644691308,5.189162296,5.609230113,MIR4767
ENSG00000101846,7.321251174,6.978424095,7.229492405,6.995916689,6.994692198,7.273287517,STS
ENSG00000182583,5.408278755,5.700534186,5.439609499,5.417635302,5.420739173,5.189162296,VCX
ENSG00000006757,9.213118929,9.294239396,8.223405417,8.761245455,8.603232463,8.405147569,PNPLA4
ENSG00000205642,5.189162296,5.700534186,5.688194314,5.511936063,5.589411128,5.609230113,VCX3B
ENSG00000011201,11.6555804,11.57170596,12.10796845,11.45841825,11.4621716,11.35447005,ANOS1
ENSG00000101849,11.04326192,10.46687264,10.22147684,10.39004021,10.04586351,9.995315029,TBL1X
ENSG00000101850,9.590762821,9.462813803,7.713653926,9.490578327,9.291500349,9.335684312,GPR143
ENSG00000146950,9.553928299,8.486838626,8.979002945,9.250300434,8.791188579,9.441029803,SHROOM2
ENSG00000215319,5.408278755,5.551698105,5.542906217,5.511936063,5.189162296,5.432258496,NA
ENSG00000234469,5.189162296,5.551698105,5.621870739,5.511936063,5.839347655,5.609230113,CLDN34
ENSG00000047644,10.02309006,10.02041997,10.37437564,10.73571149,10.66839631,10.85964948,WWC3
ENSG00000073464,8.572166365,8.268431629,8.260710946,8.65282357,8.149777219,8.45779903,CLCN4
ENSG00000101871,10.10388764,10.17452932,11.16393657,10.46031363,10.629441,10.86688952,MID1
ENSG00000234129,6.281253635,6.165862776,5.972483347,6.283212665,6.228874196,6.437700094,NA
ENSG00000004961,9.45139724,9.429189506,9.17136617,9.297473328,9.632687607,9.684902256,HCCS
ENSG00000047648,6.376527721,6.525052824,6.881286101,6.514351531,6.513653954,6.478856053,ARHGAP6
ENSG00000282840,5.567959004,5.700534186,5.439609499,5.511936063,5.420739173,5.532547962,NA
ENSG00000005302,8.739333697,8.995457336,8.775013116,8.688814687,8.651753118,8.766182523,MSL3
ENSG00000169933,6.463310006,6.100649185,6.939515288,6.673958301,6.582166034,6.934349541,FRMPD4
ENSG00000101911,10.01722541,9.956197983,10.09328704,10.17670349,10.60432979,10.57430281,PRPS2
ENSG00000229083,5.189162296,5.189162296,5.542906217,5.584068768,5.516311776,5.609230113,NA
ENSG00000196664,5.189162296,5.189162296,5.542906217,5.511936063,5.420739173,5.730209027,TLR7
ENSG00000233338,5.189162296,5.700534186,5.542906217,5.644691308,5.420739173,5.189162296,TLR8-AS1
ENSG00000205542,15.38749049,15.55128384,14.30147267,14.75793334,14.97422837,14.6660854,TMSB4X
ENSG00000187268,5.189162296,5.189162296,5.621870739,5.511936063,5.420739173,5.67365026,FAM9C
ENSG00000235385,5.189162296,5.63259774,5.621870739,5.789926876,5.589411128,5.432258496,LINC02154
ENSG00000197582,9.147874442,9.0407904,9.241609097,8.958745666,9.284956875,9.04817718,NA
ENSG00000198759,7.149860196,7.128018988,7.035134428,7.347879227,7.062433588,6.986966684,EGFL6
ENSG00000176896,6.752792731,6.949157882,6.721736267,6.759716756,6.495806598,6.821647796,TCEANC
ENSG00000123595,9.787018884,9.820307648,9.64560891,9.86922764,10.08271705,10.06697566,RAB9A
ENSG00000196459,8.027674338,8.505536019,8.099228777,8.090384949,7.846464532,7.720984658,TRAPPC2
ENSG00000046651,9.285334341,9.097039218,8.937214742,8.809541149,8.634614219,8.926575979,OFD1
ENSG00000046653,11.80075652,12.07762984,11.86444305,12.13759307,12.33649131,12.22448075,GPM6B
ENSG00000046647,8.849638808,9.133345532,8.722895716,9.206024717,9.298014078,9.181114947,GEMIN8
ENSG00000233247,5.498743378,5.76015704,5.439609499,5.584068768,5.704791221,5.609230113,NA
ENSG00000101958,5.408278755,5.445850141,5.439609499,5.584068768,5.189162296,5.432258496,GLRA2
ENSG00000231066,5.87622439,5.81385455,5.688194314,5.511936063,5.516311776,5.730209027,NA
ENSG00000181544,7.602004199,7.202663354,7.295347697,7.007150823,7.04026352,7.48134672,FANCB
ENSG00000130150,8.683782706,8.165860351,8.636927732,8.36742564,8.374094219,8.449159087,MOSPD2
ENSG00000102048,5.723345127,5.700534186,5.933175411,6.032849889,6.154599711,5.730209027,ASB9
ENSG00000165195,8.201744188,8.061541643,8.362139441,8.129369962,8.085044266,8.085204759,PIGA
ENSG00000165197,5.626144188,5.189162296,5.439609499,5.511936063,5.589411128,5.432258496,VEGFD
ENSG00000087842,9.59392162,10.26699791,9.100409701,9.620906112,9.930672904,9.354170837,PIR
